,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
ID3428888666,1,2,7,-37.8118782,144.9389808,-37.8618349,144.905716,10335.0,2018-05-22,06:28:24,3381.0600000000004,7:24:45,21.17
ID1234645180,0,5,7,-37.8052075,144.9302313,-37.8618349,144.905716,11175.0,2018-06-02,02:39:16,3560.1600000000003,3:38:36,23.89
ID1925651782,0,9,2,-38.1109156,144.6541725,-37.8216313,144.9440358,41819.0,2018-03-05,13:45:42,10059.359999999995,16:33:21,22.0
ID5824812035,2,2,7,-37.8179331,144.9321224,-37.8618349,144.905716,10766.0,2018-03-03,05:48:02,3564.54,6:47:26,367.34
ID3796621920,1,1,2,-37.8006652,144.9723164,-37.8164523,144.949172,3342.0,2018-04-13,21:28:25,898.2000000000004,21:43:23,16.61
ID5468289959,2,4,8,-37.8160237,145.0089436,-37.8158343,145.04645,3785.0,2018-26-03,16:47:37,1244.46,17:08:21,135.35
ID1613825636,0,2,5,-37.8190658,144.9466291,-37.8050968,144.9287544,2570.0,2018-20-02,10:47:33,704.2200000000001,10:59:17,4.07
ID5804439648,2,2,3,-37.8161164,144.9383974,-37.8168075,145.0073593,6959.0,2018-14-07,23:36:42,1748.0400000000002,0:05:50,199.65
ID1721319255,0,9,4,-38.1109156,144.6541725,-37.8075711,145.0119322,48348.0,2018-19-07,07:13:03,11681.820000000002,10:27:44,22.45
ID1177392149,0,1,4,-37.8133396,144.9652632,-37.8085633,145.0001673,3619.0,2018-07-24,15:25:51,890.88,15:40:41,9.71
ID1942766791,0,9,4,-38.1109156,144.6541725,-37.8008844,144.9930223,46992.0,2018-04-11,18:37:13,11327.640000000003,21:46:00,27.22
ID1999474308,0,3,2,-37.816032,144.9725812,-37.8262757,144.9381384,4066.0,2018-05-04,08:59:11,1042.9799999999996,9:16:33,5.65
ID1764928468,0,4,7,-37.8005373,145.0089533,-37.8618349,144.905716,12879.0,2018-28-03,23:06:47,4123.080000000002,0:15:30,18.99
ID1746355978,0,6,4,-37.7874421,144.9804091,-37.8149764,145.008444,5411.0,2018-05-01,17:56:09,1422.1799999999998,18:19:51,10.19
ID1675855515,0,6,9,-37.7738026,144.9836466,-38.1109156,144.6541725,51061.0,2018-07-03,02:12:10,12976.499999999996,5:48:26,32.61
ID5488081674,2,9,2,-38.1109156,144.6541725,-37.8090298,144.9369002,42958.0,2018-04-14,08:47:15,10282.679999999995,11:38:37,972.84
ID5421030656,2,3,9,-37.8113498,144.9760252,-38.1109156,144.6541725,44664.0,2018-13-03,11:06:00,10761.66,14:05:21,1010.79
ID3742351928,1,1,7,-37.8115894,144.9407833,-37.8618349,144.905716,10072.0,2018-05-10,18:00:59,3313.08,18:56:12,24.48
ID5671885718,2,1,8,-37.8088093,144.9713629,-37.8158343,145.04645,6796.0,2018-03-05,11:38:10,1998.0,12:11:28,197.52
ID1230652564,0,2,5,-37.8147271,144.9377651,-37.8049951,144.9312408,2229.0,2018-17-06,16:12:41,527.2799999999999,16:21:28,13.0
ID1618228422,0,1,3,-37.8142048,144.9690419,-37.8118438,145.0004152,3116.0,2018-05-15,09:53:09,775.32,10:06:04,6.05
ID3350378414,1,1,7,-37.8051,144.9493181,-37.8618349,144.905716,9711.0,2018-05-28,03:13:54,3245.52,4:07:59,28.64
ID1547447558,0,1,8,-37.8186716,144.9612817,-37.8158343,145.04645,8045.0,2018-02-30,09:05:44,2322.7200000000003,9:44:26,8.15
ID1863961733,0,4,3,-37.8004129,144.9988579,-37.8153303,144.9722396,3685.0,2018-02-24,07:56:35,970.2000000000004,8:12:45,11.97
ID5699197442,2,4,8,-37.7999953,145.0149822,-37.8158343,145.04645,5475.0,2018-06-31,14:41:11,1660.56,15:08:51,180.2
ID1630228085,0,9,7,-38.1109156,144.6541725,-37.8618349,144.905716,50797.0,2018-05-19,03:33:13,13204.979999999994,7:13:17,39.58
ID1731085767,0,4,1,-37.801043,145.0039793,-37.8150926,144.9412892,6532.0,2018-04-31,22:29:54,1723.0800000000008,22:58:37,15.73
ID3126463403,1,2,8,-37.8221797,144.9311455,-37.8158343,145.04645,11691.0,2018-04-31,19:19:46,3193.98,20:12:59,27.06
ID1768120367,0,6,7,-37.7908183,144.9857929,-37.8618349,144.905716,11712.0,2018-06-31,08:14:00,3717.4800000000005,9:15:57,8.33
ID1446477289,0,9,3,-38.1109156,144.6541725,-37.8193232,144.9833649,45397.0,2018-02-30,16:29:17,10923.659999999987,19:31:20,25.38
ID3191871919,1,5,4,-37.8126695,144.9315696,-37.811221,145.0073618,7714.0,2018-02-30,00:05:44,1978.4400000000003,0:38:42,20.93
ID1585857199,0,4,7,-37.8131544,145.0095577,-37.8618349,144.905716,11980.0,2018-02-30,20:18:40,3750.66,21:21:10,18.92
ID3810538207,1,1,3,-37.8141673,144.9723201,-37.825129,144.9828154,1837.0,2018-02-30,06:25:01,468.84000000000003,6:32:49,7.99
ID1615630688,0,7,9,-37.8618349,144.905716,-38.1109156,144.6541725,50797.0,2018-07-04,02:14:16,13173.359999999999,5:53:49,32.13
ID1884610648,0,9,3,-38.1109156,144.6541725,-37.8229407,144.9684473,44199.0,2018-04-05,14:41:47,10734.779999999997,17:40:41,25.75
ID3861931715,1,1,2,-37.814967,144.9451251,-37.820764,144.9487046,779.0,2018-07-03,15:07:36,187.32000000000002,15:10:43,10.67
ID1432075889,0,6,9,-37.7907967,144.985865,-38.1109156,144.6541725,47193.0,2018-01-10,22:28:53,11530.619999999999,1:41:03,31.09
ID3948429835,1,7,5,-37.8618349,144.905716,-37.8090182,144.9022367,16735.0,2018-02-30,21:44:36,5010.1799999999985,23:08:06,39.9
ID1580794498,0,6,1,-37.7907967,144.985865,-37.8071155,144.9598682,3820.0,2018-03-17,13:52:46,1102.0200000000004,14:11:08,14.82
ID3723095238,1,1,2,-37.8192344,144.9626062,-37.8227836,144.9357523,3308.0,2018-06-21,02:16:47,898.0800000000003,2:31:45,17.37
ID1948058900,0,8,3,-37.807202,145.0266373,-37.819788,144.9809864,5452.0,2018-02-15,00:19:50,1360.26,0:42:30,14.03
ID3648582852,1,3,9,-37.8143121,144.97602,-38.1109156,144.6541725,44585.0,2018-02-16,16:10:49,10662.0,19:08:31,57.99
ID3313334910,1,2,8,-37.8136045,144.9405053,-37.8158343,145.04645,9650.0,2018-05-02,10:24:24,2705.1000000000004,11:09:29,17.7
ID3924114929,1,8,5,-37.8158343,145.04645,-37.8028637,144.92813,10686.0,2018-07-16,18:24:04,3017.8799999999983,19:14:21,23.0
ID5464673395,2,5,4,-37.8117781,144.9274,-37.8018847,145.0019502,7690.0,2018-02-11,14:36:52,1988.2199999999998,15:10:00,214.16
ID3604824119,1,7,1,-37.8618349,144.905716,-37.8071167,144.9580037,9123.0,2018-02-19,21:58:47,3048.959999999999,22:49:35,27.85
ID3749351849,1,6,2,-37.7874325,144.9803767,-37.8133096,144.937523,6047.0,2018-06-18,12:05:34,1545.599999999999,12:31:19,17.31
ID3182079360,1,5,4,-37.8036999,144.932203,-37.8010442,145.008336,7688.0,2018-07-19,02:50:25,2003.2799999999995,3:23:48,21.84
ID1593147233,0,4,6,-37.808167,145.0095485,-37.7738026,144.9836466,10036.0,2018-05-18,17:10:53,3063.7200000000003,18:01:56,13.3
ID1322880129,0,8,2,-37.8158343,145.04645,-37.8151752,144.927539,11814.0,2018-06-23,13:15:08,3277.4399999999982,14:09:45,17.32
ID3818354851,1,7,8,-37.8618349,144.905716,-37.807202,145.0266373,13986.0,2018-05-27,23:44:53,4292.399999999998,0:56:25,36.86
ID1446924372,0,5,6,-37.8173004,144.9257972,-37.773845,144.9836895,8402.0,2018-02-25,10:38:29,1888.92,11:09:57,12.59
ID1547293125,0,3,9,-37.8121458,144.9739079,-38.1109156,144.6541725,44415.0,2018-05-25,21:53:08,10704.0,0:51:32,28.13
ID3901632331,1,4,7,-37.8069803,145.0147676,-37.8618349,144.905716,12758.0,2018-04-04,05:17:20,4003.5600000000013,6:24:03,30.15
ID1112876471,0,8,7,-37.8158343,145.04645,-37.8618349,144.905716,15151.0,2018-01-19,07:41:07,4917.479999999999,9:03:04,8.89
ID5799432626,2,4,1,-37.8035213,144.9948772,-37.8237,144.9563143,4757.0,2018-07-25,02:33:47,1272.7200000000003,2:54:59,147.58
ID3729081058,1,3,2,-37.8243823,144.9903858,-37.8181744,144.9493372,4223.0,2018-01-26,23:46:58,1004.2800000000004,0:03:42,18.2
ID3868020999,1,9,7,-38.1109156,144.6541725,-37.8618349,144.905716,50797.0,2018-01-09,06:07:26,13204.979999999994,9:47:30,65.91
ID1214997016,0,7,2,-37.8618349,144.905716,-37.825543,144.9476297,8837.0,2018-06-17,03:02:49,2994.0600000000004,3:52:43,22.65
ID1588242078,0,2,1,-37.8208847,144.9474135,-37.8144502,144.9662153,1920.0,2018-05-16,13:22:12,496.92000000000013,13:30:28,11.28
ID1433137937,0,9,2,-38.1109156,144.6541725,-37.8149953,144.9276012,44385.0,2018-03-06,15:10:57,10670.399999999998,18:08:47,23.8
ID1170742513,0,8,6,-37.8158343,145.04645,-37.7874421,144.9804091,8357.0,2018-05-21,14:09:37,2437.38,14:50:14,11.36
ID1541653463,0,1,2,-37.8195883,144.9631814,-37.8131151,144.9386009,3438.0,2018-05-11,02:20:37,879.36,2:35:16,14.76
ID3711371073,1,9,3,-38.1109156,144.6541725,-37.8239364,144.9901742,45977.0,2018-01-02,07:17:12,11134.560000000005,10:22:46,55.01
ID3400984012,1,9,8,-38.1109156,144.6541725,-37.807202,145.0266373,49777.0,2018-02-03,10:50:15,12099.660000000003,14:11:54,64.01
ID5246283643,2,4,6,-37.802419,144.99178,-37.7874421,144.9804091,2798.0,2018-03-25,06:27:48,701.8799999999999,6:39:29,83.19
ID1328463303,0,6,2,-37.7738026,144.9836466,-37.8109419,144.9391187,9712.0,2018-05-10,01:52:05,2952.8999999999987,2:41:17,16.5
ID5428801780,2,8,4,-37.8158343,145.04645,-37.8115917,145.0034761,3898.0,2018-05-20,04:55:13,1289.4600000000003,5:16:42,156.07
ID1229865562,0,3,5,-37.8138638,144.9725823,-37.8080056,144.936268,3994.0,2018-05-15,01:17:36,951.66,1:33:27,16.3
ID5814026920,2,5,9,-37.8132861,144.9334399,-38.1109156,144.6541725,43709.0,2018-03-08,22:18:04,10497.96,1:13:01,1001.28
ID3214103005,1,3,1,-37.8247011,144.9906553,-37.8099116,144.9359473,5692.0,2018-06-17,22:59:32,1437.4200000000003,23:23:29,23.29
ID1812310847,0,2,4,-37.8160703,144.9287191,-37.8017625,145.0053324,8584.0,2018-05-20,04:37:08,2230.1400000000003,5:14:18,20.36
ID1672265795,0,3,6,-37.8183666,144.9765336,-37.7908183,144.9857929,3751.0,2018-06-07,04:25:00,894.2999999999998,4:39:54,14.41
ID3378378017,1,2,6,-37.8224711,144.9474014,-37.773845,144.9836895,7142.0,2018-07-27,15:56:49,1585.44,16:23:14,15.88
ID5152985303,2,6,5,-37.7907967,144.985865,-37.8101861,144.9305798,7491.0,2018-01-20,08:47:02,2042.3399999999997,9:21:04,211.21
ID5656788500,2,1,5,-37.8130742,144.9515631,-37.8115487,144.9361249,1569.0,2018-01-01,19:02:59,379.0200000000001,19:09:18,54.92
ID1511672479,0,4,1,-37.8092645,145.0014454,-37.8207969,144.9480167,5427.0,2018-07-08,08:35:02,1297.1400000000003,8:56:39,11.64
ID1467509056,0,2,1,-37.8170901,144.945844,-37.8115028,144.9526772,1186.0,2018-06-04,02:41:56,310.38000000000005,2:47:06,13.23
ID1633405820,0,1,5,-37.8125165,144.9651979,-37.8005849,144.9344349,6454.0,2018-06-14,06:54:52,1633.56,7:22:05,7.67
ID3573749013,1,8,5,-37.8158343,145.04645,-37.8044873,144.9290548,10619.0,2018-07-15,09:30:58,3033.659999999998,10:21:31,23.61
ID3484082926,1,4,7,-37.7970508,144.9931629,-37.8618349,144.905716,11636.0,2018-03-03,07:44:38,3871.500000000001,8:49:09,27.46
ID1255414987,0,4,8,-37.8145067,144.9999352,-37.8158343,145.04645,4486.0,2018-05-06,02:29:03,1435.98,2:52:58,20.9
ID1528878393,0,2,3,-37.8147461,144.9383372,-37.820921,144.9688934,3545.0,2018-04-15,04:05:28,868.8000000000002,4:19:56,19.12
ID3140619106,1,3,8,-37.8183457,144.9760739,-37.807202,145.0266373,5837.0,2018-02-18,02:12:37,1455.3600000000004,2:36:52,23.21
ID5853671492,2,9,2,-38.1109156,144.6541725,-37.8097993,144.9359663,42813.0,2018-03-09,02:27:50,10253.159999999994,5:18:43,980.77
ID3133633109,1,1,5,-37.8060188,144.9570796,-37.7992825,144.9367692,2237.0,2018-03-03,01:05:21,631.0200000000001,1:15:52,21.41
ID1222160339,0,2,9,-37.814165,144.9388464,-38.1109156,144.6541725,42906.0,2018-02-28,08:29:56,10279.32,11:21:15,21.3
ID3223597839,1,5,6,-37.8083751,144.9288036,-37.7874325,144.9803767,7330.0,2018-02-26,19:33:45,1902.6000000000008,20:05:27,17.78
ID1604491523,0,1,9,-37.8157316,144.963445,-38.1109156,144.6541725,43440.0,2018-04-24,12:07:03,10463.699999999999,15:01:26,25.39
ID1603720898,0,7,1,-37.8618349,144.905716,-37.8051003,144.9493905,9716.0,2018-04-25,15:15:10,3237.599999999997,16:09:07,15.33
ID3415964840,1,7,2,-37.8618349,144.905716,-37.8250843,144.9497463,8639.0,2018-06-12,09:13:01,2975.579999999999,10:02:36,19.31
ID3843832343,1,5,7,-37.8107157,144.9261449,-37.8618349,144.905716,11594.0,2018-04-14,00:28:25,3730.2600000000007,1:30:35,34.3
ID1294559388,0,5,8,-37.8046728,144.9365014,-37.807202,145.0266373,8671.0,2018-04-19,15:06:39,2239.86,15:43:58,12.24
ID1718992167,0,4,6,-37.8110185,145.000558,-37.7738026,144.9836466,9538.0,2018-06-11,14:07:07,2899.1400000000003,14:55:26,10.3
ID1497161842,0,3,8,-37.8263306,145.0039026,-37.8158343,145.04645,5251.0,2018-02-12,01:14:23,1597.08,1:41:00,15.74
ID3179312504,1,1,8,-37.8024333,144.9381113,-37.807202,145.0266373,9159.0,2018-06-08,22:31:09,2330.58,23:09:59,23.42
ID1451611503,0,9,7,-38.1109156,144.6541725,-37.8618349,144.905716,50797.0,2018-02-09,04:40:23,13204.979999999994,8:20:27,33.83
ID1598884939,0,5,6,-37.8092777,144.9291463,-37.773845,144.9836895,7726.0,2018-03-15,18:07:18,1686.66,18:35:24,12.05
ID1635721923,0,8,9,-37.8158343,145.04645,-38.1109156,144.6541725,51032.0,2018-07-16,06:25:18,12681.059999999998,9:56:39,23.06
ID5970597460,2,7,1,-37.8618349,144.905716,-37.8102168,144.9779758,9200.0,2018-06-09,14:09:17,3122.7599999999984,15:01:19,317.34
ID1940777808,0,6,5,-37.7738026,144.9836466,-37.8067305,144.9393992,10010.0,2018-05-24,05:07:52,3025.7400000000007,5:58:17,16.87
ID3769125889,1,7,5,-37.8618349,144.905716,-37.8078294,144.9340727,10861.0,2018-01-10,13:43:12,3503.5799999999986,14:41:35,24.14
ID1333943612,0,8,3,-37.8158343,145.04645,-37.8174308,144.9878354,5953.0,2018-03-10,13:18:03,1802.1599999999996,13:48:05,15.86
ID1477786569,0,6,1,-37.7738026,144.9836466,-37.8025897,144.9458728,8582.0,2018-07-28,00:06:48,2677.2599999999993,0:51:25,21.85
ID3954477139,1,3,8,-37.8121119,144.9778596,-37.8158343,145.04645,6424.0,2018-04-24,02:07:42,1878.7800000000002,2:39:00,21.22
ID1951281127,0,7,9,-37.8618349,144.905716,-38.1109156,144.6541725,50797.0,2018-03-06,10:09:15,13173.359999999999,13:48:48,23.96
ID5996911634,2,2,5,-37.8124034,144.9382877,-37.8006519,144.9269859,3846.0,2018-03-20,06:40:22,1048.5,6:57:50,109.27
ID3323335527,1,1,8,-37.8178933,144.9513009,-37.807202,145.0266373,7927.0,2018-04-06,11:03:00,1971.1200000000003,11:35:51,13.38
ID1924850837,0,4,5,-37.8085396,144.999884,-37.8139548,144.92984,7443.0,2018-04-19,09:19:04,1905.2999999999986,9:50:49,7.32
ID1196827343,0,1,4,-37.8185738,144.9662748,-37.8000294,144.9999439,4457.0,2018-02-01,22:03:37,1228.7999999999997,22:24:05,14.17
ID3971792832,1,9,6,-38.1109156,144.6541725,-37.7874325,144.9803767,47033.0,2018-02-21,11:13:33,11355.660000000005,14:22:48,55.13
ID3860726791,1,6,7,-37.773845,144.9836895,-37.8618349,144.905716,13169.0,2018-02-13,10:30:51,3866.460000000001,11:35:17,23.5
ID3421268321,1,3,8,-37.8176728,144.969795,-37.807202,145.0266373,6495.0,2018-03-12,05:28:26,1614.9600000000003,5:55:20,24.1
ID3212648529,1,1,4,-37.8192146,144.954247,-37.8117936,145.008416,5294.0,2018-05-11,08:09:43,1399.080000000001,8:33:02,12.4
ID1992037246,0,3,1,-37.8210743,144.9830055,-37.8194924,144.9436232,4136.0,2018-03-04,01:58:09,1010.64,2:14:59,20.83
ID3138668524,1,2,8,-37.8264576,144.9519059,-37.8158343,145.04645,9272.0,2018-03-18,22:56:02,2703.2400000000007,23:41:05,29.71
ID3526851185,1,3,2,-37.8239721,144.9910896,-37.8148908,144.9448679,4679.0,2018-01-18,12:36:34,1199.28,12:56:33,14.03
ID3129936722,1,7,4,-37.8618349,144.905716,-37.8149764,145.008444,11707.0,2018-04-24,03:30:18,3674.579999999999,4:31:32,31.69
ID3391141790,1,6,5,-37.7738026,144.9836466,-37.8061098,144.9294827,10712.0,2018-05-04,00:35:25,3214.8,1:28:59,26.84
ID3499075133,1,8,7,-37.807202,145.0266373,-37.8618349,144.905716,13986.0,2018-01-01,04:26:28,4298.280000000001,5:38:06,32.07
ID1217074760,0,3,4,-37.8162232,144.9949785,-37.7995518,145.0036237,2477.0,2018-05-19,23:32:02,622.08,23:42:24,17.28
ID5336639139,2,3,9,-37.8174594,144.9778062,-38.1109156,144.6541725,44853.0,2018-02-14,11:51:09,10813.92,14:51:22,1013.91
ID1386132628,0,7,2,-37.8618349,144.905716,-37.8111596,144.9295583,11838.0,2018-06-14,22:29:52,3777.239999999997,23:32:49,17.29
ID5279504717,2,2,5,-37.8142222,144.9429107,-37.8090207,144.907165,3651.0,2018-03-25,08:56:54,1093.68,9:15:07,121.68
ID3666782183,1,7,6,-37.8618349,144.905716,-37.773845,144.9836895,13169.0,2018-07-27,07:43:30,3863.579999999999,8:47:53,22.02
ID5436831740,2,4,5,-37.8125305,145.0045288,-37.8031312,144.929427,7015.0,2018-04-01,12:59:58,1789.6800000000005,13:29:47,193.8
ID3558871672,1,9,3,-38.1109156,144.6541725,-37.8172158,144.9887299,45772.0,2018-03-07,13:09:36,11093.219999999992,16:14:29,58.27
ID3486840008,1,8,3,-37.8158343,145.04645,-37.8232066,144.9699894,7979.0,2018-04-22,12:41:15,2290.319999999999,13:19:25,24.05
ID3691304730,1,3,8,-37.8148083,144.9814605,-37.8158343,145.04645,6246.0,2018-04-16,06:46:44,1829.1600000000003,7:17:13,13.24
ID5282661747,2,8,7,-37.8158343,145.04645,-37.8618349,144.905716,15151.0,2018-05-25,02:57:41,4917.479999999999,4:19:38,485.17
